Customer_ID,Gender,Age,Marital_Status,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Credit_Score,Application_Date,Loan_Status
CUST11158,Female,47.0,married,Graduate,Yes,53017.04,0.0,6800.0,360,1.0,Rural,662.0,09-27-2023,Approved
CUST11843,female,47.0,Widowed,Post Graduate,No,78860.89,0.0,14700.0,60,1.0,Semiurban,611.0,06-Oct-2024,Approved
CUST10284,Female,35.0,Divorced,Graduate,Y,93157.25,24188.62,25500.0,300,1.0,rural,735.0,2022-06-05,Approved
CUST11553,Female,44.0,Single,Graduate,Yes,29203.2,54321.48,4100.0,360,1.0,Urban,519.0,30/04/2024,Rejected
CUST11128,Female,32.0,Married,Graduate,No,115184.6,45397.83,18300.0,300,1.0,Rural,636.0,2023-09-10,N
CUST11550,Male,56.0,Single,graduate,Yes,14807.08,20169.64,4400.0,360,,Rural,672.0,04-29-2024,Rejected
CUST11960,Female,35.0,Married,Graduate,Yes,52710.96,17504.35,6300.0,120,,Urban,655.0,2024-12-09,N
CUST10594,Male,43.0,Single,Not Graduate,nan,24481.47,0.0,5500.0,360,1.0,Semiurban,733.0,11-22-2022,N
CUST10430,female,31.0,Married,Not Graduate,No,31162.86,3456.44,4300.0,360,1.0,Rural,706.0,08-24-2022,Rejected
CUST11863,Female,55.0,Single,Graduate,No,30382.57,0.0,9100.0,240,1.0,Rural,678.0,17-Oct-2024,N
CUST10455,Male,28.0,Single,Graduate,Yes,35529.62,19817.35,10900.0,180,1.0,Semiurban,779.0,07-Sep-2022,Y
CUST10715,Male,46.0,Married,Graduate,Y,40411.15,9537.0,5800.0,360,1.0,Semiurban,738.0,27-Jan-2023,N
CUST11385,Male,34.0,Married,Under Graduate,N,27248.98,6888.86,4200.0,360,0.0,Semiurban,664.0,29/01/2024,Approved
CUST10681,Male,34.0,Single,Graduate,No,52461.95,14269.78,6800.0,240,1.0,rural,687.0,09/01/2023,n
CUST11146,M,32.0,single,graduate,Yes,35415.1,46989.44,4200.0,360,1.0,Urban,654.0,09-20-2023,Approved
CUST11954,male,22.0,Divorced,Post Graduate,Y,28555.29,0.0,5400.0,240,1.0, Semiurban ,728.0,12-06-2024,Rejected
CUST10108,Male,42.0,married,Not Graduate,No,118231.55,27056.33,25500.0,180,1.0,Urban,579.0,2022-03-01,Y
CUST10672,,54.0,Single,Not Graduate,No,92425.58,2299.05,24600.0,360,1.0, Semiurban ,533.0,2023-01-04,N
CUST10361,Male,35.0,Widowed,Post Graduate,No,31265.48,75773.18,6300.0,360,1.0,Rural,806.0,17/07/2022,Rejected
CUST11826,Female,18.0,Married,Graduate,Yes,50074.39,21562.88,9900.0,360,,Urban,606.0,09-27-2024,Approved
CUST11459,Female,26.0,Single,Not Graduate,No,36090.35,45424.92,4700.0,180,1.0,Semiurban,553.0,10-Mar-2024,N
CUST11411,,38.0,married,graduate,No,86556.59,0.0,14700.0,360,1.0,Semiurban,550.0,12-Feb-2024,n
CUST10299,Female,49.0,Single,Not Graduate,Yes,34448.53,18063.09,4200.0,360,1.0,Urban,561.0,13-Jun-2022,Y
CUST10450,Male,20.0,Divorced,graduate,No,141823.78,9798.45,18500.0,12,1.0,Semiurban,,09-04-2022,Rejected
CUST10374,Male,49.0,Single,Graduate,No,35619.1,6906.16,8200.0,60,1.0,Semiurban,632.0,07-24-2022,Approved
CUST11601,Male,36.0,single,Graduate,nan,48423.81,13867.21,7000.0,300,,Rural,617.0,26/05/2024,Rejected
CUST11342,Female,37.0,Married,Not Graduate,Yes,40942.57,28401.14,5600.0,60,1.0,Urban,598.0,01-06-2024,N
CUST11968,Female,45.0,Married,Under Graduate,No,91074.74,0.0,11500.0,360,1.0,Urban,649.0,2024-12-14,Rejected
CUST11414,Male,39.0,Married,Graduate,No,33518.03,15942.03,6800.0,360,1.0,URBAN,735.0,02-14-2024,Y
CUST11278,male,48.0,Divorced,Graduate,No,50630.86,0.0,10000.0,360,0.0,Semiurban,835.0,12-02-2023,Y
CUST10820,Male,67.0,Divorced,Under Graduate,No,28089.62,0.0,,60,1.0,rural,621.0,2023-03-26,n
CUST10206,Male,28.0,Married,Graduate,Yes,58497.41,13284.56,19500.0,360,1.0, Semiurban ,591.0,04-23-2022,n
CUST11346,Female,61.0,Single,Graduate,No,37174.77,0.0,6100.0,360,,URBAN,701.0,01-08-2024,Rejected
CUST11281,Female,50.0,Single,Graduate,No,43065.27,0.0,6200.0,360,1.0,Semiurban,675.0,03/12/2023,Approved
CUST11125,Female,33.0,married,Not Graduate,No,155613.06,81875.18,36300.0,360,1.0,URBAN,663.0,09/09/2023,Rejected
CUST10858,Female,32.0,Married,Graduate,No,73784.47,17080.21,16800.0,60,1.0,Urban,665.0,04-15-2023,Y
CUST10127,Male,25.0,Widowed,Not Graduate,No,35470.11,0.0,6500.0,300,0.0,Urban,555.0,11-Mar-2022,Rejected
CUST10789,Female,49.0,Single,Post Graduate,No,37151.5,7715.25,5800.0,360,1.0,Rural,816.0,09/03/2023,Rejected
CUST10037,Female,41.0,Single,Graduate,No,54642.21,3831.54,6200.0,360,1.0, Semiurban ,610.0,21/01/2022,Y
CUST10386,M,36.0,Married,graduate,No,106757.57,4250.69,12200.0,360,1.0,Urban,610.0,07-31-2022,N
CUST10885,Female,36.0,Single,Not Graduate,No,18437.73,33893.77,4500.0,360,1.0,Urban,617.0,30/04/2023,N
CUST11257,F,46.0,Single,Graduate,No,53045.44,0.0,6600.0,360,,rural,-50.0,20/11/2023,N
CUST10837,,29.0,Married,Not Graduate,nan,27256.88,0.0,3100.0,300,1.0,Semiurban,656.0,04/04/2023,N
CUST10800,M,25.0,married,Post Graduate,No,76894.48,20164.83,15500.0,180,0.0,Rural,631.0,2023-03-15,Y
CUST10058,Male,38.0,Single,graduate,Y,71814.4,20192.99,23000.0,180,1.0,Urban,529.0,02-01-2022,Rejected
CUST11515,Male,,married,Graduate,No,29007.22,0.0,,180,1.0,Semiurban,746.0,09-Apr-2024,Y
CUST10196,Female,46.0,Divorced,Not Graduate,No,78137.7,7900.77,16000.0,360,1.0,Semiurban,,2022-04-18,Y
CUST11438,female,26.0,,Under Graduate,No,27231.42,0.0,3600.0,360,1.0,Rural,646.0,02-27-2024,Y
CUST11479,Female,24.0,Married,Post Graduate,nan,84865.85,30441.55,25900.0,12,1.0,Rural,414.0,21-Mar-2024,Y
CUST11338,male,44.0,Married,Not Graduate,No,35219.35,5295.23,11300.0,300,1.0,URBAN,643.0,01-03-2024,Approved
CUST10595,Male,20.0,Divorced,Graduate,nan,43857.98,28827.84,7200.0,360,0.0,URBAN,820.0,22-Nov-2022,Y
CUST10241,F,36.0,Single,Under Graduate,No,56889.82,11450.55,12800.0,36,1.0,Urban,527.0,13/05/2022,Approved
CUST10915,female,18.0,Married,Not Graduate,No,179005.93,0.0,25200.0,60,1.0,Rural,689.0,17-May-2023,N
CUST10034,Female,23.0,Married,graduate,No,41929.84,0.0,11800.0,360,1.0,Semiurban,768.0,01-19-2022,Y
CUST10185,Female,37.0,Widowed,Not Graduate,nan,53042.54,0.0,14900.0,120,1.0,Semiurban,748.0,12/04/2022,Rejected
CUST11819,Female,50.0,Single,graduate,Yes,154447.7,9938.95,21700.0,360,1.0, Semiurban ,555.0,23-Sep-2024,Y
CUST10862,F,47.0,Single,Not Graduate,No,68328.4,0.0,7800.0,36,0.0,rural,630.0,04-18-2023,Y
CUST11056,female,34.0,Single,Graduate,No,33367.67,6716.07,7100.0,360,1.0,Urban,670.0,2023-08-02,Y
CUST10527,,40.0,Single,Post Graduate,No,26610.57,0.0,3100.0,180,1.0,Rural,695.0,16-Oct-2022,n
CUST11969,Female,38.0,Single,Graduate,nan,41127.06,0.0,9700.0,300,1.0,URBAN,632.0,14/12/2024,Approved
CUST10262,Male,37.0,married,Graduate,No,28496.17,0.0,4200.0,60,1.0,Urban,655.0,05-24-2022,y
CUST10869,Male,38.0,Married,Post Graduate,N,85134.98,12737.06,15300.0,360,1.0,Urban,573.0,22/04/2023,N
CUST11895,Male,0.0,Married,Not Graduate,nan,36693.72,22950.48,4400.0,120,1.0,Semiurban,642.0,04-Nov-2024,Approved
CUST11094,Female,54.0,Single,Graduate,Y,19583.87,0.0,5000.0,360,1.0,Urban,608.0,08-23-2023,Approved
CUST11939,Male,45.0,Widowed,Not Graduate,No,55011.78,15514.84,6900.0,360,1.0,Semiurban,678.0,28-Nov-2024,Y
CUST10471,Female,61.0,Widowed,Graduate,No,48551.07,8039.34,12900.0,180,1.0,Semiurban,642.0,16-Sep-2022,Y
CUST11157,Male,56.0,Single,Not Graduate,No,142174.61,10190.91,16500.0,360,1.0,Urban,576.0,26/09/2023,Approved
CUST10918,Male,17.0,Widowed,Graduate,No,28320.22,0.0,4200.0,360,1.0,Urban,616.0,05-18-2023,Rejected
CUST10651,male,27.0,Widowed,graduate,nan,,0.0,,360,1.0,Semiurban,624.0,23-Dec-2022,n
CUST10007,F,35.0,single,Graduate,No,20557.15,0.0,4000.0,360,1.0,Rural,648.0,04-Jan-2022,Y
CUST10330,M,42.0,Single,Post Graduate,No,18371.47,7012.52,2900.0,360,0.0,Rural,582.0,06-30-2022,N
CUST11627,Male,39.0,Married,Graduate,Yes,93873.67,0.0,17100.0,300,1.0,Semiurban,670.0,10-Jun-2024,N
CUST11846,Male,30.0,Single,Under Graduate,Y,16434.69,22319.03,5200.0,60,1.0,Urban,856.0,10-08-2024,y
CUST10278,male,55.0,Married,Graduate,No,43328.72,10865.24,5900.0,360,,Semiurban,450.0,06-02-2022,N
CUST10020,M,46.0,Single,Post Graduate,No,36186.76,17588.1,8900.0,360,,Urban,625.0,2022-01-11,Y
CUST10936,female,43.0,Single,Under Graduate,No,11397.97,26528.55,2500.0,360,1.0,Urban,748.0,2023-05-28,Y
CUST10997,Male,35.0,Widowed,Under Graduate,No,94501.14,3336.78,13000.0,180,1.0,Rural,637.0,01/07/2023,Y
CUST11740,Male,29.0,Married,Graduate,Y,75314.01,6899.26,14900.0,60,1.0,rural,588.0,2024-08-11,Approved
CUST11368,Male,47.0,Married,Graduate,No,17625.13,0.0,2000.0,360,,Urban,582.0,2024-01-20,Y
CUST11998,F,34.0,Married,Not Graduate,No,36274.01,19572.2,10800.0,180,1.0,Semiurban,759.0,12-30-2024,Approved
CUST11706,Male,42.0,Single,Post Graduate,No,33784.06,0.0,5000.0,360,1.0,rural,404.0,07-23-2024,Y
CUST11596,Male,25.0,Single,Graduate,No,79841.69,18639.62,25300.0,60,0.0,Urban,592.0,2024-05-24,Y
CUST10832,Female,37.0,Married,Not Graduate,No,13917.29,3323.52,1600.0,360,1.0,URBAN,593.0,2023-04-01,Approved
CUST10946,M,23.0,Married,Under Graduate,No,31829.33,25066.42,6800.0,180,0.0,Semiurban,813.0,06-03-2023,Approved
CUST11982,F,43.0,Widowed,Post Graduate,N,43524.34,15281.87,9400.0,300,0.0,Urban,720.0,12-21-2024,Y
CUST10377,Female,41.0,Divorced,Not Graduate,nan,111688.15,0.0,29800.0,180,1.0, Semiurban ,548.0,26/07/2022,y
CUST10674,Female,38.0,single,Post Graduate,No,39178.59,0.0,4500.0,120,1.0,Urban,815.0,01-05-2023,Rejected
CUST10237,F,27.0,Married,Not Graduate,No,63702.72,0.0,17100.0,360,1.0,Urban,639.0,10/05/2022,Approved
CUST11616,Male,47.0,Widowed,graduate,N,46191.16,0.0,12600.0,300,,URBAN,668.0,2024-06-04,Approved
CUST11286,Female,29.0,Widowed,Under Graduate,No,41588.57,0.0,9600.0,120,1.0,Semiurban,675.0,12-06-2023,Y
CUST11123,Male,24.0,Divorced,Not Graduate,Y,49808.48,22864.58,6900.0,360,1.0,Urban,670.0,08-Sep-2023,Y
CUST10367,Female,51.0,,Not Graduate,No,41713.65,0.0,5100.0,360,1.0,Semiurban,560.0,21-Jul-2022,Rejected
CUST10875,male,28.0,Divorced,Post Graduate,Yes,48029.45,20776.83,13600.0,360,1.0,Semiurban,592.0,25-Apr-2023,Y
CUST10392,Female,30.0,,Graduate,No,68662.97,20942.47,10800.0,120,1.0,URBAN,618.0,2022-08-03,Rejected
CUST11083,F,29.0,Single,Post Graduate,Yes,45199.35,0.0,9300.0,12,1.0,Urban,573.0,17-Aug-2023,N
CUST11836,Male,55.0,Married,Post Graduate,No,107461.34,0.0,27100.0,360,1.0,Urban,568.0,2024-10-02,Y
CUST10298,M,12.0,Married,Graduate,No,82658.47,6175.37,12500.0,360,0.0,Urban,640.0,06-13-2022,N
CUST11381,Male,35.0,Single,Graduate,No,109232.03,13057.82,12300.0,360,1.0,rural,558.0,27/01/2024,Rejected
CUST10372,Female,54.0,Single,Under Graduate,No,36361.18,0.0,10000.0,360,,Rural,571.0,2022-07-23,Rejected
CUST11971,,47.0,,Post Graduate,nan,40672.62,46615.65,12100.0,120,1.0,Rural,493.0,15-Dec-2024,Y
CUST11917,M,33.0,Married,Not Graduate,nan,47071.44,3689.58,12000.0,360,1.0,Urban,661.0,16/11/2024,Rejected
CUST10860,M,32.0,,Graduate,No,27640.65,0.0,7700.0,240,1.0,Rural,685.0,2023-04-17,Rejected
CUST11763,Male,43.0,Married,Not Graduate,No,31627.17,13724.08,3800.0,180,1.0,rural,629.0,23-Aug-2024,Rejected
CUST10051,Male,37.0,single,Post Graduate,No,37392.39,2668.56,9200.0,300,1.0,Urban,697.0,28-Jan-2022,Y
CUST10036,Male,44.0,Single,Not Graduate,nan,56447.61,4373.5,8100.0,360,1.0,Urban,608.0,2022-01-20,Rejected
CUST11087,M,28.0,Married,Graduate,No,147692.71,0.0,16700.0,360,1.0,Rural,481.0,19-Aug-2023,Y
CUST11288,Female,41.0,Single,Graduate,nan,68253.01,0.0,16500.0,360,1.0,Semiurban,630.0,2023-12-07,Approved
CUST11268,Female,18.0,Married,Post Graduate,No,21836.24,0.0,2500.0,360,1.0,Rural,675.0,2023-11-26,Y
CUST11360,Female,47.0,single,Under Graduate,nan,42832.59,0.0,5100.0,180,1.0,URBAN,672.0,2024-01-15,Rejected
CUST11842,Male,26.0,Widowed,Graduate,No,125762.5,11157.29,16200.0,360,0.0,Rural,645.0,10-05-2024,N
CUST11656,Male,30.0,Divorced,Post Graduate,No,33196.69,15932.81,5600.0,360,1.0,Urban,572.0,2024-06-26,Y
CUST11133,M,40.0,Single,Not Graduate,No,69498.12,0.0,16100.0,180,1.0,rural,772.0,13/09/2023,Rejected
CUST10757,female,37.0,Single,graduate,No,113346.66,24832.96,15500.0,360,1.0,Semiurban,599.0,19/02/2023,Y
CUST11815,Female,33.0,Married,Under Graduate,Y,51160.21,0.0,16600.0,360,1.0,Rural,675.0,21-Sep-2024,Approved
CUST11621,Female,42.0,Divorced,Under Graduate,No,105993.62,0.0,27900.0,360,,Urban,669.0,06/06/2024,N
CUST10353,Female,52.0,,Under Graduate,No,39568.17,39292.4,4700.0,360,1.0,Urban,632.0,13/07/2022,N
CUST11205,Male,37.0,single,graduate,No,49549.48,17343.66,8800.0,360,0.0,Rural,492.0,23/10/2023,N
CUST10397,Male,38.0,Married,Not Graduate,No,69593.35,23905.72,18000.0,180,,URBAN,538.0,06/08/2022,N
CUST10217,Male,35.0,Single,Not Graduate,Yes,31920.89,10338.33,4200.0,240,1.0, Semiurban ,558.0,29/04/2022,y
CUST10861,M,22.0,single,Under Graduate,Yes,51309.35,0.0,7300.0,360,1.0,Semiurban,748.0,17/04/2023,Rejected
CUST10955,male,33.0,Divorced,Post Graduate,No,41926.87,875.49,9500.0,60,1.0,Rural,722.0,08-Jun-2023,Y
CUST10146,Male,19.0,,graduate,No,39583.84,20049.26,5800.0,360,1.0,URBAN,747.0,03-21-2022,N
CUST10768,Male,40.0,Divorced,Under Graduate,No,30520.16,35450.88,9800.0,360,, Semiurban ,507.0,2023-02-25,Y
CUST10452,M,34.0,Widowed,Graduate,Yes,30484.55,0.0,3900.0,180,,URBAN,711.0,2022-09-05,Y
CUST11755,Female,43.0,Married,Graduate,No,33648.69,0.0,4700.0,300,1.0,rural,573.0,19-Aug-2024,Y
CUST10810,Male,30.0,Married,Not Graduate,Yes,68098.64,7827.83,11200.0,300,1.0,rural,813.0,03-20-2023,Y
CUST10716,Female,54.0,married,Not Graduate,No,66405.7,19429.28,7800.0,180,1.0,Semiurban,764.0,2023-01-28,y
CUST10438,M,41.0,Single,Under Graduate,No,32054.05,0.0,6400.0,240,,rural,514.0,08-28-2022,Rejected
CUST10734,Male,17.0,Married,Not Graduate,No,42648.75,33564.63,6900.0,360,1.0,URBAN,675.0,02-07-2023,Rejected
CUST10229,Male,19.0,Married,Graduate,No,73848.29,0.0,9500.0,360,1.0,Semiurban,624.0,06/05/2022,N
CUST10204,Male,30.0,Married,Not Graduate,No,43193.08,29721.0,7700.0,360,1.0,Urban,682.0,2022-04-22,Y
CUST11151,male,46.0,Widowed,Graduate,No,57708.74,0.0,15000.0,360,,Urban,552.0,23-Sep-2023,N
CUST10308,Male,36.0,Single,Not Graduate,No,42284.51,6050.1,5800.0,300,1.0,Urban,816.0,2022-06-18,Y
CUST10507,F,36.0,Married,Post Graduate,No,39152.59,26830.23,5200.0,360,0.0,Rural,733.0,05-Oct-2022,Y
CUST11331,Female,23.0,Married,Graduate,No,,2299.69,,360,1.0,Semiurban,593.0,31-Dec-2023,N
CUST11454,Male,38.0,Widowed,Not Graduate,N,27706.06,0.0,3900.0,120,1.0,Rural,664.0,03-07-2024,Y
CUST10463,Male,45.0,Married,Under Graduate,Yes,30307.92,0.0,4900.0,180,1.0,Semiurban,715.0,11-Sep-2022,Rejected
CUST11464,Female,52.0,married,Under Graduate,No,25678.85,1812.93,3200.0,240,1.0,Urban,602.0,2024-03-12,Y
CUST11609,Female,53.0,single,Not Graduate,No,78674.09,12118.16,13600.0,180,1.0,Rural,667.0,31/05/2024,Rejected
CUST10669,Female,32.0,Single,Not Graduate,No,139458.76,0.0,25600.0,120,1.0,rural,606.0,02/01/2023,Y
CUST11761,Male,46.0,Single,Graduate,Yes,46942.69,15349.48,12200.0,60,1.0,Rural,524.0,22/08/2024,Approved
CUST10731,Male,19.0,Married,Graduate,N,92263.62,9926.21,13900.0,360,1.0,Semiurban,698.0,05-Feb-2023,Rejected
CUST11858,Male,35.0,Single,Under Graduate,No,63872.58,1565.69,7400.0,360,1.0,Semiurban,745.0,10-14-2024,N
CUST11789,Male,69.0,Single,graduate,No,58232.4,0.0,10300.0,120,1.0,Urban,626.0,06/09/2024,Approved
CUST10141,Female,48.0,Divorced,Not Graduate,nan,51854.47,0.0,12100.0,360,1.0,Semiurban,459.0,19/03/2022,Approved
CUST10504,Female,17.0,Married,Graduate,No,41687.82,8782.44,6500.0,360,1.0,Rural,648.0,2022-10-04,Y
CUST11334,,27.0,Divorced,Graduate,No,12549.87,191472.83,2200.0,360,,Urban,652.0,01-01-2024,Y
CUST11871,Female,47.0,Single,Graduate,No,46426.99,3092.94,9800.0,60,1.0,URBAN,571.0,21-Oct-2024,N
CUST10948,male,32.0,single,Under Graduate,No,20146.31,23089.62,2700.0,360,1.0,Semiurban,640.0,2023-06-04,Y
CUST11588,Male,42.0,Married,Not Graduate,Yes,25218.48,83505.39,5100.0,36,1.0,URBAN,723.0,2024-05-19,Rejected
CUST10976,Female,48.0,Married,Not Graduate,No,16084.51,12351.11,4700.0,360,1.0,Semiurban,580.0,2023-06-19,Y
CUST10360,female,42.0,,graduate,nan,79324.36,18591.93,9200.0,12,1.0,Rural,565.0,2022-07-17,N
CUST11870,Male,35.0,Married,Under Graduate,No,30606.52,0.0,4600.0,360,1.0,Urban,520.0,10-21-2024,Approved
